secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/89729741c5065f4bfa9fdf0b6b5a1010/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/97b3b19ed5e24bbeec91a02a0934648b/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/98ac90c2ea1c1086a540cd1e19ca161b/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/9edc90f1a0915c158e7d5868f9f406f2/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/cfd543598fa99fcf7335cefd855a2698/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/c30b15efcb6aab2d6852e5d2a1b5b58b/,benign
docs.google.com/spreadsheet/viewform?formkey=dGJfT0pnY1hab2FJSEk2OWVwT1luNWc6MQ,benign
atendimentoseguro9875.comli.com/xsl/index.html,benign
www.atendimentoseguro9875.comli.com/,benign
atendimento-seguro.http80.info/,benign
'huaphone.net/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',benign
www.programagovaivisa.tk/Participar/index.html,benign
showsecretary.ca/Paypal_Virefication/7d90da287c92c5ba49e9c48b784184b4/new1/bd3b10ec5fec9af86f861571ffa66da8/f2c5b96fc88e9b75109af7d4a85bdf84/,benign
showsecretary.ca/Paypal_Virefication/,benign
pay-pal.login.cg-bin.resolution.sumbit.webscr.cmd.flowsessionyzet3bmljdqujipgcongwyq0ays.dispatch58.lidoracer.com/,benign
pay-pal.login.cg-bin.resolution.sumbit.webscr.cmd.flowsessionyzet3bmljdqujipgcongwyq0ays.dispatch58.lidoracer.com/secure/,benign
pay-pal.login.cg-bin.resolution.sumbit.webscr.cmd.flowsessionyzet3bmljdqujipgcongwyq0ays.dispatch58.lidoracer.com/ba47de696c2c5090502e6b3ca85a5a81/,benign
pay-pal.login.cg-bin.resolution.sumbit.webscr.cmd.flowsessionyzet3bmljdqujipgcongwyq0ays.dispatch58.lidoracer.com/reactivation.php,benign
paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epaloginall.thetoolshed.beastnode.org/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/,benign
center-resolution-paypal-a898az987da987login48azdiuhaiuzhda8d4.caykurrizesporluyuz.com/099ac3e5aca4dacff35960c9d8d3f5e9/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/c30b15efcb6aab2d6852e5d2a1b5b58b/,benign
paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epaloginall.thetoolshed.beastnode.org/e28238de761140ece3fb1136bbed69ee/home.htm,benign
paypal.com.user.webscr.verification.update.redirectcydvcmxkkdjf.zxwqiuahgpolicydvcmxkkdjf.metsatieto.fi/l0v3t/pp.htm,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/97b3b19ed5e24bbeec91a02a0934648b/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/cfd543598fa99fcf7335cefd855a2698/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/9edc90f1a0915c158e7d5868f9f406f2/,benign
pay-pal.login.cg-bin.resolution.sumbit.webscr.cmd.flowsessionyzet3bmljdqujipgcongwyq0ays.dispatch58.lidoracer.com/d437921da8c6d62462ec413b3f064290/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/89729741c5065f4bfa9fdf0b6b5a1010/,benign
secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/98ac90c2ea1c1086a540cd1e19ca161b/,benign
esarteweb.com.br/minet/cadastro/cielo/index.html,benign
pay-pal.login.cg-bin.resolution.sumbit.webscr.cmd.flowsessionyzet3bmljdqujipgcongwyq0ays.dispatch58.lidoracer.com/1b3da5212d79bc47c28e0f5cb62bfa63/,benign
showsecretary.ca/Paypal_Virefication/c6a5b1f6c9683c2f86f557a40e148f06/new1/3dfc93b3adad56381fc147f7ef13c567/205341095530b8e6981cd8c7ffb35be5/,benign
portaldacopa.armfree.ru/portal.html,benign
www.nylibertystar.com/wp-includes/js/scriptaculous/Netb.htm,benign
www.ihussain.net/wjood/media/cici/copa-3/,benign
docs.google.com/spreadsheet/viewform?formkey=dFpMR0lqSi1rRllzYWZxVFBPZnpLRUE6MQ,benign
communeurbainedetetuan.com/espace.clients.edf.fr.aspfront.appmanager.webprofront.nfpb.true.pagelabel.pro.page.authentification.cle.imdhp3alf1ocbly43xof/cgi-bin/utilisateurs/,benign
www.whitedinner.fr//wp-content/uploads/2012/10/index.html,benign
www.ap1.cal.pl//wellsfargo-online.php,benign
www.unitalentos.com.br/cor/..../wsl/index.html,benign
www.palpay.com.cgi-bin.cmd.login-submit.dispatch.tezio.com.co/,benign
www.onaksilvaproperties.com/update/898bc56a05439a2f4501b1b9e33a689d/70c982eb88ebca67b31bb7661ebd2636/,benign
seoservicesouthflorida.com/vodafoneshop/vodafone_online-update.html,benign
www.secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/f5a54407c5c1849bdb7791b6c81acc2e,benign
ndckart.com/templates/beez_20/xpt720/PayPal.DE/paypal/de/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e3b667acac542695c004a0bba732372e93b667acac542695c004a0bba732372e9,benign
coinsbooksbyhelen.com/60/webbscr.php?cmd=_login-run,benign
www1.keyclient.portal.banca.genword.com/portal/portal/portale/banche,benign
blog.islam-et-verite.com/wp-includes/js/tinymce/utils/mctabs.php,benign
prosperitylaw.com/remax/index.htm,benign
www.secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&amp;dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/bd04cdb2cb6bb40c2f4b8aa79faaa129/,benign
cigara.netne.net/,benign
steamgift-community.tk/,benign
www1.keyclient.portal.banca.genword.com/portal/portal/portale/banche/,benign
insokcs.siamsurgery.com/.rus/rus.php,benign
dekbeautys.com/wp-content/plugins/wp-optimize/WelcomeScreen.html,benign
trustcosurabaya.com/images/CBIBSWeb.start.html,benign
skaedu.ge/login_verify2.htm,benign
www.secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/a3ce49fd393088a3f38056b1648928f3,benign
paypal-financial.de/79787/index.php,benign
paypal-financial.de/,benign
www.secured.paypal.com.cgi.bin.dspatch.autologin.xei.asia/nz/cy-cgi-bin/webcsr-cmd=_login/submit&dispatch/paypal-newest/paypal-confirm/paypal-update/paypal-online/5885d80a13c0db1f8e263663d3faee8da6a0e/ed9bbf93362e4e819179660e862afc3b,benign
www.1001huiles.fr/en/catalog/images/infobox/89e4ce33ced5efb021a5e870a5bbc3f7/pay_form.html?amp;amp;amp;dispatch=5885d80a13c0db1fb6947b0aeae66fd&cmd=_Processing,benign
